ID_PAPER	TITLE	ABSTRACT	IRRELEVANT	DISEASE_NAME	URI	CATEGORIES
25266269	"A case of Lennox-Gastaut syndrome in a patient with FOXG1-related disorder
"	"Lennox-Gastaut syndrome (LGS) is a drug-resistant epileptic encephalopathy of childhood with a heterogeneous etiology. Recently, genome-wide association studies have led to the identification of new de novo mutations associated with this epileptic syndrome. Herein, we report an 8-year-old child with intellectual disability, severe postnatal microcephaly, Rett-like features, and LGS, carrying a de novo missense mutation in the forkhead box G1 (FOXG1) gene. This gene is responsible for FOXG1 syndrome, characterized by severe postnatal microcephaly, moderate postnatal growth deficiency, mental retardation with poor social interaction, stereotyped behavior and dyskinesias, absent language, sleep disorders, and epilepsy. Nonspecific epilepsy syndromes have been associated with this genetic disorder. Thus, we hypothesize that FOXG1 might be a new candidate gene in the etiology of LGS and suggest screening for this gene in cases of LGS with concomitant microcephaly and clinical features overlapping with Rett syndrome.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	2.1. DISEASE MECHANISM
25266616	"Adjunctive levetiracetam treatment in pediatric Lennox-Gastaut syndrome
"	"Our aim was to investigate the efficacy and tolerability of levetiracetam as an add-on treatment in pediatric patients with Lennox-Gastaut syndrome. The study was an open-label, multicenter, observational clinical trial of levetiracetam as an add-on treatment in Lennox-Gastaut syndrome. Fifty-five patients aged 1.1-18.6 years (mean, 10.0 years) were enrolled. The study included a 4-8-week titration period and an 8-week maintenance period. The maintenance dose of levetiracetam was 20-80 mg/kg/day, according to its effectiveness and tolerability. The primary end point was reduction in seizure frequency, and related variables were also evaluated. Among 55 patents, 51 patients (92.7%) completed the study. Thirty-two patients (58.2%) experienced a more than 50% reduction in seizure frequency, and 15 patients (27.3%) became seizure free. A reduction in seizure frequency of more than 50% was observed in 21 of 36 patients (58.3%) with convulsive seizures, 7 of 12 patients (58.3%) with drop attacks, 2 of 4 patients (50.0%) with myoclonic seizures, and 2 of 3 patients (66.7%) with epileptic spasms. Overall, 34.5% of patients reported adverse events. None of the adverse events were life threatening, and the most common adverse event was hyperactivity (12.7%). This study suggests that levetiracetam is a safe and effective treatment in pediatric patients with Lennox-Gastaut syndrome.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	3.4. PATIENT-BASED THERAPEUTICS
25282105	"Clobazam is efficacious for patients across the spectrum of disease severity of Lennox-Gastaut syndrome: post hoc analyses of clinical trial results by baseline seizure-frequency quartiles and VNS experience
"	"Lennox-Gastaut syndrome (LGS) severity varies considerably, so the potential impact of differences in baseline severity on patient outcome following treatment is clinically informative. Here, two surrogate indicators of LGS severity (baseline seizure frequency and vagus nerve stimulation [VNS] use) were used in post hoc analyses of both short- and long-term clobazam trials (Phase III OV-1012 [CONTAIN] and open-label extension [OLE] OV-1004). In CONTAIN, 217 patients comprised the modified, intention-to-treat population. Each baseline seizure-frequency quartile had ~40 patients, and baseline weekly drop-seizure frequency ranges were as follows: <10 (Quartile 1), 10-30 (Quartile 2), 32-86 (Quartile 3), and 86-1077 (Quartile 4). Mean percentage decreases in average weekly drop and total seizures were similar for all quartiles. More than 50% of patients in all 4 quartiles demonstrated ≥ 50% decreases in weekly drop- and total-seizure frequency. The percentage of patients achieving 100% reduction in drop seizures was 33% for clobazam-treated patients (vs. 7% for placebo) in Quartile 1. Five percent of clobazam-treated patients in Quartile 4 (most severe LGS) vs. 0% for placebo achieved 100% reduction in drop seizures. A total of 267 of 306 possible patients entered the OLE (61/68 from a Phase II study and 206/238 from Phase III CONTAIN). Each quartile had ~66 patients, and baseline weekly drop-seizure ranges were as follows: <10 (Quartile 1), 10-31 (Quartile 2), 32-110 (Quartile 3), and 111-1147 (Quartile 4). Median percentage decreases in average weekly drop and total seizures were similar between quartiles. Through 5 years of therapy, >50% of patients in all 4 quartiles demonstrated ≥ 50% decreases in weekly frequency for drop seizures. More than 12% of patients in Quartile 4 achieved 100% reduction in drop seizures from Month 3 through Year 5. For the VNS analyses in CONTAIN, the least-squares mean decreases in average weekly rate of drop seizures (mITT population) were 52% for VNS patients receiving clobazam vs. -22% for placebo (p < 0.01). For non-VNS patients, these percentages were 53% for clobazam and 26% for placebo (p < 0.01). Moreover, 50% and 54% of clobazam-treated patients in the VNS and non-VNS groups demonstrated ≥ 50% decreases in average weekly drop- and total-seizure frequencies, and 11% and 14% in the two groups achieved drop-seizure freedom, respectively. Analyses using baseline seizure frequency and VNS use as surrogates for disease severity showed that clobazam treatment of patients with less severe or severe LGS was equally efficacious.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	3.4. PATIENT-BASED THERAPEUTICS
25511520	"Clinical considerations in transitioning patients with epilepsy from clonazepam to clobazam: a case series
"	"In treating refractory epilepsy, many clinicians are interested in methods used to transition patients receiving clonazepam to clobazam to maintain or increase seizure control, improve tolerability of patients' overall drug therapy regimens, and to enhance quality of life for patients and their families. However, no published guidelines assist clinicians in successfully accomplishing this change safely. The following three case reports provide insight into the transition from clonazepam to clobazam. First, an 8-year-old Caucasian boy with cryptogenic Lennox-Gastaut syndrome beginning at 3.5 years of age, who was experiencing multiple daily generalized tonic-clonic, absence, myoclonic, and tonic seizures at presentation. Second, a 25-year-old, left-handed, White Hispanic man with moderate mental retardation and medically refractory seizures that he began experiencing at 1 year of age, secondary to tuberous sclerosis. When first presented to an epilepsy center, he had been receiving levetiracetam, valproate, and clonazepam, but reported having ongoing and frequent seizures. Third, a 69-year-old Korean woman who had been healthy until she had a stroke in 2009 with subsequent right hemiparesis; as a result, she became less physically and socially active, and had her first convulsive seizure approximately 4 months after the stroke. From these cases, we observe that a rough estimate of final clobazam dosage for each mg of clonazepam under substitution is likely to be at least 10-fold, probably closer to 15-fold for many patients, and as high as 20-fold for a few. Consideration and discussion of the pharmacokinetic, pharmacologic, and clinical properties of 1,4- and 1,5-benzodiazepine action provide a rationale on why and how these transitions were successful.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.3. THERAPEUTICS IN THE CLINIC
25530452	"Dose-dependent pharmacokinetics and brain penetration of rufinamide following intravenous and oral administration to rats
"	"Rufinamide is a third-generation antiepileptic drug, approved recently as an orphan drug for the treatment of Lennox-Gastaut syndrome. Although extensive research was conducted, its pharmacokinetics in rats was not described. This work addresses that area by describing in a rapid pharmacokinetic study the main pharmacokinetic properties of rufinamide at three different doses of 1 mg/kg body weight (bw), 5 mg/kg bw, and 20 mg/kg bw. Furthermore, total brain concentrations of the drug were determined in order to characterize its brain-to-plasma partition coefficient. Adult Wistar male rats, weighing 200-450 g, were administered rufinamide by intravenous and oral routes. Rufinamide concentrations from plasma samples and brain tissue homogenate were determined using a liquid chromatography-mass spectrometric method and pharmacokinetic parameters were calculated. The mean half-life was between 7 and 13 h, depending on route of administration--intravenously administered drug was eliminated faster than orally administered drug. Mean (S.E.M.) total plasma clearance was 84.01 ± 3.80 ml/h/kg for intravenous administration, while the apparent plasma clearance for oral administration was 95.52 ± 39.45 ml/h/kg. The mean (S.E.M.) maximum plasma concentration reached after oral administration of 1 mg/kg bw and 5 mg/kg bw was 0.89 ± 0.09 μg/ml and 3.188 ± 0.71 μg/ml, respectively. The median (range) time to reach maximum plasma concentration (t(max)) was 4 (2-8)h. Mean (S.E.M.) brain-to-plasma concentration ratio of rufinamide was 0.514 ± 0.036, consistent with the brain-to-plasma ratio calculated from the area under curves (AUC(0-t)) of 0.441 ± 0.047. No influence of dose, route of administration, or post-dosing time was observed on brain-to-plasma ratio.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	2.1. DISEASE MECHANISM
25619447	"A granulocytosis associated with rufinamide: A case report
"	"Rufinamide, a triazole derivative, is a novel antiepileptic drug (AED) chemically unrelated to other current AEDs. Previous studies on pediatric epilepsy treatment with rufinamide have demonstrated a frequency of leukopenia as an adverse event of 0.5%, and there has been no report of the development of agranulocytosis. Here, we report a patient with Lennox-Gastaut syndrome (LGS) who developed agranulocytosis associated with fever and skin rash with rufinamide. To the best of our knowledge, this is the first reported case of agranulocytosis induced by rufinamide. A 10-year-old boy with a history of herpes encephalitis at the age of 1 year developed LGS, and was administered rufinamide as add-on therapy to valproate, lamotrigine, and clonazepam because of difficulties in controlling tonic seizures. Eighteen days after initiation of rufinamide, agranulocytosis developed associated with high fever and skin rash, all of which resolved after withdrawal of rufinamide. Bone marrow aspiration demonstrated normocellular marrow with selective decrease of mature myeloid series, and suggested that agranulocytosis was not related to malignancy or serious infection. This case suggests that rufinamide may induce the potentially serious adverse effect of agranulocytosis. Patients should be monitored for clinical signs of agranulocytosis and consideration should be given to routine blood count determination for early detection of this.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.3. THERAPEUTICS IN THE CLINIC
25687944	"Management of difficult airway with inhalation induction in a patient with Lennox-Gastaut syndrome and neck injury
"	"Lennox-Gastaut syndrome is a childhood epileptic encephalopathy, and is characterized by frequent and difficult to treat seizures associated with mental retardation. The case is presented of a 21 year-old male with Lennox-Gastaut syndrome, with bilateral cervical facet joint dislocation fracture at C6-C7 and spinal canal compression as a result of a fall during a seizure. In this case the management of the difficult airway expected in an awake and uncooperative patient, with cervical spinal cord injury is described. An airway management strategy was proposed, that allowed a rapid and safe airway control with the best possible tolerance and maintaining the neck immobilised, so as not to increase neurological injury. Within this strategy, plan A was defined as inhalation induction with sevoflurane to maintain spontaneous breathing and tracheal intubation with Airtraq®. We believe that the Airtraq® video laryngoscope with inhalational induction with sevoflurane is a valid and effective alternative in the management of expected difficult airway.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.3. THERAPEUTICS IN THE CLINIC
25730374	"Effectiveness and tolerability of perampanel in children and adolescents with refractory epilepsies: first experiences
"	"This article aims to report the first clinical experiences concerning effectiveness and tolerability of perampanel (PER) in a pediatric population with refractory epilepsies. This nonsponsored, observational, retrospective survey was conducted through collaboration with multiple centers in Europe. The clinical course of the first pediatric patients treated in these centers with PER was documented with the help of a questionnaire completed by the treating physicians. Effectiveness and adverse effects were evaluated. The study population consisted of 58 patients (mean age, 10.5 years; range, 2-17 years), suffering from various refractory epilepsies, classified as focal epilepsy (n = 36), unclassified generalized epilepsy (n = 12), Lennox-Gastaut syndrome (n = 5), West syndrome (n = 3), and Dravet syndrome (n = 2). The response rate (≥ 50% seizure reduction) after the first 3 months of therapy was 31% (18/58 patients) in total. Complete seizure control was achieved in five patients (9% overall). Aggravation of seizures occurred in five cases (9%). The most frequently occurring adverse effects were reduced vigilance or fatigue (n = 16) and behavioral changes (n = 14). PER seems to be effective also in children and adolescents with pharmaco-refractory epilepsies. Tolerability was acceptable.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.3. THERAPEUTICS IN THE CLINIC
25814807	"Diffuse alveolar hemorrhage due to valproic acid: Case report and review of the literature
"	"Valproic acid (VPA) is one of the most frequently used antiepileptic drugs for the treatment of focal and generalized epilepsies, absence seizures, and Lennox-Gastaut syndrome (LGS). VPA has been demonstrated to have a negative effect on both the intrinsic and extrinsic coagulation systems and controversy exists about the clinical relevance of such hematological abnormalities. We describe a case of reversible lung hemorrage due to VPA. In English-language literature only two other similar cases (one of which fatal) have been described so far.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.3. THERAPEUTICS IN THE CLINIC
25845492	"Parental reporting of response to oral cannabis extracts for treatment of refractory epilepsy
"	"Oral cannabis extracts (OCEs) have been used in the treatment of epilepsy; however, no studies demonstrate clear efficacy. We report on a cohort of pediatric patients with epilepsy who were given OCE and followed in a single tertiary epilepsy center. A retrospective chart review of children and adolescents who were given OCE for treatment of their epilepsy was performed. Seventy-five patients were identified of which 57% reported any improvement in seizure control and 33% reported a >50% reduction in seizures (responders). If the family had moved to CO for OCE treatment, the responder rate was 47% vs. 22% for children who already were in CO. The responder rate varied based on epilepsy syndrome: Dravet 23%, Doose 0%, and Lennox-Gastaut syndrome (LGS) 88.9%. The background EEG of the 8 responders where EEG data were available was not improved. Additional benefits reported included: improved behavior/alertness (33%), improved language (10%), and improved motor skills (10%). Adverse events (AEs) occurred in 44% of patients including increased seizures (13%) and somnolence/fatigue (12%). Rare adverse events included developmental regression, abnormal movements, status epilepticus requiring intubation, and death. Our retrospective study of OCE use in pediatric patients with epilepsy demonstrates that some families reported patient improvement with treatment; however, we also found a variety of challenges and possible confounding factors in studying OCE retrospectively in an open-labeled fashion. We strongly support the need for controlled, blinded studies to evaluate the efficacy and safety of OCE for treatment of pediatric epilepsies using accurate seizure counts, formal neurocognitive assessments, as well as EEG as a biomarker. This study provides Class III evidence that OCE is well tolerated by children and adolescents with epilepsy.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.3. THERAPEUTICS IN THE CLINIC
25847334	"Retention rates of rufinamide in pediatric epilepsy patients with and without Lennox-Gastaut Syndrome
"	"To evaluate the effectiveness of rufinamide (RFM) in patients with Lennox-Gastaut Syndrome (LGS) compared to those with other epilepsy syndromes using time to treatment failure (retention rate) as the outcome measure. In this retrospective cohort study, characteristics and outcomes of all patients receiving RFM in 2009 and 2010 were recorded. The primary outcome measure was RFM failure, defined as discontinuation of RFM or initiation of an additional antiepileptic therapy. The secondary outcome measure was discontinuation of RFM. Kaplan-Meier method survival curves were generated for time to RFM failure, for all patients and by the presence or absence of Lennox Gastaut Syndrome (LGS). The impact of age, seizure type, fast or slow drug titration, and concomitant therapy with valproate on retention rate were evaluated using Cox regression models. One hundred thirty-three patients were included, 39 (30%) of whom had LGS. For all patients, the probability of remaining on RFM without additional therapy was 45% at 12 months and 30% at 24 months. LGS diagnosis was an independent predictor of time to RFM failure (HR 0.51, 95% CI 0.31-0.83), with a median time to failure of 18 months in LGS compared to 6 months in all others (p=0.006). In a broad population of children with refractory epilepsy, around half will continue taking the medication for at least a year without additional therapy. Patients with LGS are two times more likely to continue RFM without additional therapy compared to those without LGS.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.3. THERAPEUTICS IN THE CLINIC
25890840	"Epileptic activity during early postnatal life in the AY-9944 model of atypical absence epilepsy
"	"Atypical absence epilepsy (AAE) is an intractable disorder characterized by slow spike-and-wave discharges in electroencephalograms (EEGs) and accompanied by severe cognitive dysfunction and neurodevelopmental or neurological deficits in humans. Administration of the cholesterol biosynthesis inhibitor AY-9944 (AY) during the postnatal developmental period induces AAE in animals; however, the neural mechanism of seizure development remains largely unknown. In this study, we characterized the cellular manifestations of AY-induced AAE in the mouse. Treatment of brain slices with AY increased membrane excitability of hippocampal CA1 neurons. AY treatment also increased input resistance of CA1 neurons during early postnatal days (PND) 5-10. However, these effects were not observed during late PND (14-21) or in adulthood (7-10 weeks). Notably, AY treatment elicited paroxysmal depolarizing shift (PDS)-like epileptiform discharges during the early postnatal period, but not during late PND or in adults. The PDS-like events were not compromised by application of glutamate or GABA receptor antagonists. However, the PDS-like events were abolished by blockage of voltage-gated Na(+) channels. Hippocampal neurons isolated from an in vivo AY model of AAE showed similar PDS-like epileptiform discharges. Further, AY-treated neurons from T-type Ca(2+) channel α1G knockout (Cav3.1(-/-)) mice, which do not exhibit typical absence seizures, showed similar PDS-like epileptiform discharges. These results demonstrate that PDS-like epileptiform discharges during the early postnatal period are dependent upon Na(+) channels and are involved in the generation of AY-induced AAE, which is distinct from typical absence epilepsy. Our findings may aid our understanding of the pathophysiological mechanisms of clinical AAE in individuals, such as those with Lennox-Gastaut syndrome.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	2.1. DISEASE MECHANISM
25935511	"Perceived efficacy of cannabidiol-enriched cannabis extracts for treatment of pediatric epilepsy: A potential role for infantile spasms and Lennox-Gastaut syndrome
"	"There is a great need for safe and effective therapies for treatment of infantile spasms (IS) and Lennox-Gastaut syndrome (LGS). Based on anecdotal reports and limited experience in an open-label trial, cannabidiol (CBD) has received tremendous attention as a potential treatment for pediatric epilepsy, especially Dravet syndrome. However, there is scant evidence of specific utility for treatment of IS and LGS. We sought to document the experiences of children with IS and/or LGS who have been treated with CBD-enriched cannabis preparations. We conducted a brief online survey of parents who administered CBD-enriched cannabis preparations for the treatment of their children's epilepsy. We specifically recruited parents of children with IS and LGS and focused on perceived efficacy, dosage, and tolerability. Survey respondents included 117 parents of children with epilepsy (including 53 with IS or LGS) who had administered CBD products to their children. Perceived efficacy and tolerability were similar across etiologic subgroups. Eighty-five percent of all parents reported a reduction in seizure frequency, and 14% reported complete seizure freedom. Epilepsy was characterized as highly refractory with median latency from epilepsy onset to CBD initiation of five years, during which the patient's seizures failed to improve after a median of eight antiseizure medication trials. The median duration and the median dosage of CBD exposure were 6.8 months and 4.3mg/kg/day, respectively. Reported side effects were far less common during CBD exposure, with the exception of increased appetite (30%). A high proportion of respondents reported improvement in sleep (53%), alertness (71%), and mood (63%) during CBD therapy. Although this study suggests a potential role for CBD in the treatment of refractory childhood epilepsy including IS and LGS, it does not represent compelling evidence of efficacy or safety. From a methodological standpoint, this study is extraordinarily vulnerable to participation bias and limited by lack of blinded outcome ascertainment. Appropriately controlled clinical trials are essential to establish efficacy and safety.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.3. THERAPEUTICS IN THE CLINIC
25940107	"Clobazam is equally safe and efficacious for seizures associated with Lennox-Gastaut syndrome across different age groups: Post hoc analyses of short- and long-term clinical trial results
"	"The peak age at onset of Lennox-Gastaut syndrome (LGS) is between 3 and 5years. Patients with LGS frequently experience multiple types of treatment-refractory seizures and require lifelong therapy with several antiepileptic drugs. Here, post hoc analyses of clinical trials (phase III trial OV-1012 and open-label extension trial OV-1004) provide short- and long-term efficacy and safety data of adjunctive clobazam in patients with LGS stratified by age at baseline (≥2 to <12years, ≥12 to <17years, and ≥17years). In OV-1012, 301 patients were screened, 238 were randomized, 217 comprised the modified intention-to-treat population, and 177 completed the study. A total of 267/306 patients (61 of 68 from phase II trial OV-1002 and 206 of 238 from phase III trial OV-1012) entered the open-label extension trial. Demographics and clinical characteristics were similar between different age groups in OV-1012 and OV-1004. No differences in efficacy or adverse events were observed across age groups in OV-1012 and OV-1004. The results of these post hoc analyses show that adjunctive clobazam over the short and longterm was similarly effective and well-tolerated in both pediatric and adult patients with LGS.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	3.4. PATIENT-BASED THERAPEUTICS
26036975	"Rufinamide Improves Functional and Behavioral Deficits via Blockade of Tetrodotoxin-Resistant Sodium Channels in Diabetic Neuropathy
"	"Rufinamide is a structurally novel, antiepileptic drug approved for the treatment of Lennox-Gastaut syndrome. Its mechanism of action involves inhibition of voltage-gated Na+ channels (VGSCs) with possible membrane-stabilizing effects. VGSCs play a significant role in the pathogenesis of neuropathic pain. Therefore, we investigated the effects of rufinamide on tetrodotoxin-resistant sodium current (TTX-R I(Na)) in acutely dissociated rat dorsal root ganglion (DRG) neurons isolated from streptozotocin-induced diabetic rats by using whole-cell voltage-clamp configuration. In addition, the functional and behavioural nociceptive parameters were evaluated to assess its potential in diabetic neuropathy. Diabetic rats demonstrated the mechanical allodynia and thermal hyperalgesia with reduced nerve perfusion and conduction velocity as compared to control. Rufinamide treatments (3 and 10 mg/kg) significantly improved these functional and nociceptive deficits. Diabetic rat DRG neurons exhibited increased TTX-R I(Na) density as compared to control. The voltage-dependent activation and steady-state inactivation curves for TTX-R I(Na) in DRG neurons from diabetic rats were shifted negatively as compared to control. Rufinamide treatments significantly blocked the TTX-R Na+ channel activity as evident from significant reduction in I(Na) density and hyperpolarizing shift in activation and inactivation curves as compared to diabetic control. This suggests that rufinamide acts on TTX-R Na+ channels, reduces channel activity and attenuates nerve functional and behavioral parameters in diabetic rats. Altogether, these results indicate therapeutic potential of rufinamide in the treatment of diabetic neuropathy.
"	True	Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	0.3. OTHER
26057351	"The ketogenic diet can be used successfully in combination with corticosteroids for epileptic encephalopathies
"	"Hormonal therapy or ketogenic diet often permits overcoming the challenging periods of many epileptic encephalopathies (West and Lennox-Gastaut syndromes and encephalopathy with continuous spike-waves in slow sleep), but relapse affects over 20% of patients. We report here a monocenter pilot series of 42 consecutive patients in whom we combined oral steroids with the ketogenic diet for corticosteroid-resistant or -dependent epileptic encephalopathy. We retrospectively evaluated the effect on seizure frequency, interictal spike activity, neuropsychological course, and steroid treatment course. Twenty-three patients had West syndrome (WS), 13 had encephalopathy with continuous spike-waves in slow sleep (CSWS), and six others had miscellaneous epileptic encephalopathies. All patients succeeded to reach 0.8 to 1.6g/l ketone bodies in the urine following the usual KD regimen. For at least 6 months, 14/42 responded to the addition of the ketogenic diet: 4/23 with WS, 8/13 with CSWS, and 2/6 with miscellaneous epileptic encephalopathies. The addition of the KD allowed withdrawing steroids in all responders. Among them, 10/15 had been patients with steroid-dependent epileptic encephalopathy and 4/27 patients with steroid-resistant epileptic encephalopathy. Therefore, the ketogenic diet can be used successfully in combination with corticosteroids for epileptic encephalopathies. Patients presenting with steroid-dependent CSWS seem to be the best candidates.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.3. THERAPEUTICS IN THE CLINIC
26093133	"Hypokalemia in Lennox-Gastaut syndrome
"	"The Lennox-Gastaut Syndrome (LGS) is a childhood epileptic encephalopathy. Incidence: 1/1.000.000/year, prevalence: 15/100.000. LGS covers 5-10% of epileptic patients and 1-2% of childhood epilepsies. Also referred to as cryptogenic or symptomatic generalized epilepsy. LGS is characterized by: multiple seizures (atypical absences, axial tonic seizures and sudden atonic or myoclonic falls), diffuse slow cryptic EEG waves when awake (<3 Hz), fast rhythmic peaks (10 Hz) during sleep, mental retardation and personality disorders. The LGS is not responding to treatment. Some new drugs have proven to be effective in controlling the disease (Felbamate, Lamotrigine, Topiramate, Levetiracetam). The mortality rate is about 5%; only rarely death is due to epilepsy, which is usually caused by stroke or epileptic episodes. Here we describe the case of a 45-year-old female patient with LGS, severe hypokalemia, mental retardation and focal seizures. Normal renal function: creatinine 0.9 mg/dl, urea 26 mg/dl, creatinine clearance 96 ml/min, serum potassium levels to the minimum: 3.5 mEq/L. This level of potassium, however, had been achieved with the assumption of 8 oral tablets/day of potassium chloride. Osmotic diuresis, use of diuretics, Bartter, Gitelman (normal urinary calcium and magnesium) and pseudo-Bartter syndromes were all excluded whereas aldosteronism was found. Our findings lead to hypokalemia related to assumption of topiramate and hyperaldosteronism. Reduction in drug intake was not effective due to the increased seizures, so the drug was maintained, along with potassium supplementation. In conclusion, the patient has been diagnosed with hypokalemia and iatrogenic hyperaldosteronism, rare in our outpatient practice.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY
26167208	"Relationship of Lennox-Gastaut syndrome with perinatal event: A cross-sectional study
"	"About one-half of children with Lennox-Gastaut syndrome (LGS) have history of birth hypoxia or other perinatal event but the knowledge about clinical, radiological profile and severity of epilepsy in these children as compared to those without a perinatal event is not known. Thirty-one children with LGS were enrolled in this study and divided into two groups: One group with the perinatal event and other group without evidence of the perinatal event. We hypothesized that LGS with the perinatal event will have an early age of onset of LGS, more motor deficits and abnormal brain magnetic resonance imaging (MRI) and more severe epilepsy. There were 17 children in the perinatal event group and 14 in the other group. The mean age of onset of illness was significantly earlier in the perinatal event group (P < 0.05). More children in the perinatal event group had delayed milestones (P < 0.05), had higher seizure frequency (P < 0.05) however; there was no significant difference in number of anti-epileptic drugs consumed, motor deficits or MRI abnormalities. LGS children with the perinatal event have more severe epilepsy with early onset of disease and delayed milestones. History of perinatal insult in these children may help in predicting prognosis in LGS.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY
26224203	"Drug-metabolism mechanism: Knowledge-based population pharmacokinetic approach for characterizing clobazam drug-drug interactions
"	"A metabolic mechanism-based characterization of antiepileptic drug-drug interactions (DDIs) with clobazam in patients with Lennox-Gastaut syndrome (LGS) was performed using a population pharmacokinetic (PPK) approach. To characterize potential DDIs with clobazam, pharmacokinetic (PK) data from 153 patients with LGS in study OV-1012 (NCT00518713) and 18 healthy participants in bioavailability study OV-1017 were pooled. Antiepileptic drugs (AEDs) were grouped based on their effects on the cytochrome P450 (CYP) isozymes responsible for the metabolism of clobazam and its metabolite, N-desmethylclobazam (N-CLB): CYP3A inducers (phenobarbital, phenytoin, and carbamazepine), CYP2C19 inducers (valproic acid, phenobarbital, phenytoin, and carbamazepine), or CYP2C19 inhibitors (felbamate, oxcarbazepine). CYP3A4 inducers-which did not affect the oral clearance of clobazam-significantly increased the formation of N-CLB by 9.4%, while CYP2C19 inducers significantly increased the apparent elimination rate of N-CLB by 10.5%, resulting in a negligible net change in the PK of the active metabolite. CYP2C19 inhibitors did not affect N-CLB elimination. Because concomitant use of AEDs that are either CYP450 inhibitors or inducers with clobazam in the treatment of LGS patients had negligible to no effect on clobazam PK in this study, dosage adjustments may not be required for clobazam in the presence of the AEDs investigated here.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	0.3. OTHER
26245776	"Clobazam and Aggression-Related Adverse Events in Pediatric Patients With Lennox-Gastaut Syndrome
"	"Lennox-Gastaut syndrome is an intractable epileptic encephalopathy marked by frequent drop seizures. Most patients develop moderate intellectual disability and behavioral problems, including hyperactivity, aggressiveness, insecurity, and autistic features. Treatment with benzodiazepines, including clobazam, may increase aggression/behavioral problems in patients with Lennox-Gastaut syndrome. Post hoc analyses of data from the OV-1012 trial assessed the potential for behavioral effects with clobazam treatment in pediatric (2 to 18 years) patients with Lennox-Gastaut syndrome. OV-1012 was a phase 3, randomized, double-blind, parallel-group trial comprising a 4-week baseline period, 3-week titration period, and a 12-week maintenance period. Data from 194 patients were analyzed for a history of aggression/behavioral problems, occurrence of aggression-related adverse events, and by assessment of potential drug-related effects on four behavior domains of the Child Behavior Checklist. Twenty-nine aggression-related adverse events were reported for 27 (13.9%) patients. Similar percentages of clobazam-treated patients with and without a history of aggressive behavior experienced an aggression-related adverse event (16.7% versus 15.5%, respectively). In the medium- and high-dosage clobazam groups, onset of aggression-related adverse effects occurred within the 3-week titration period with 63.2% resolving by the end of the study. Aggression-related adverse event onset and resolution were similar for the low-dosage clobazam and placebo groups. Analysis of baseline to postbaseline T scores for the behavior domains of the Child Behavior Checklist indicated no significant differences between clobazam and placebo. Post hoc analyses indicate that the overall rate of aggression with clobazam treatment was low and dosage dependent. Clobazam treatment was effective in reducing drop seizures regardless of aggression experience.
"		Lennox-Gastaut syndrome	http://purl.obolibrary.org/obo/MONDO_0016532	3.4. PATIENT-BASED THERAPEUTICS
