ID_PAPER	IRRELEVANT	COMMENTS	TIMESTAMP	CURATOR	DISEASE_NAME	SECONDARY_CHECK	PRIMARY_CATEGORY	SECONDARY_CATEGORY
26513494			2021-05-06T15:03:27.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26606192			2021-05-06T14:48:45.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
26645412			2021-05-06T17:02:25.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
26744634			2021-05-04T16:11:39.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26808205			2021-05-04T15:59:05.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26827266		I consider an open-label extension study still a clinical trial	2021-05-04T16:09:18.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
26828692			2021-05-04T00:34:39.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
26842220			2021-05-06T19:16:27.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26860718			2021-05-06T15:25:17.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26861566			2021-05-04T15:52:57.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
26887412			2021-05-06T16:45:19.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
26906013			2021-05-06T16:09:43.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
26923380			2021-05-04T15:33:26.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
26945476			2021-05-04T00:26:24.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
26950270			2021-05-04T00:37:00.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
26979179			2021-05-04T15:46:47.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
26993353			2021-05-06T18:56:17.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
27052529			2021-05-04T01:33:49.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
27082650			2021-05-06T18:02:35.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
27084975			2021-05-04T16:10:45.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
27184676	True	Reads like a review		curator2	Lennox-Gastaut syndrome			
27199889			2021-05-04T00:41:45.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
27345028		I dont believe this would fit in any of the existing 4 categories. It appears to be a computational study. For now, I will leave it blank.		curator2	Lennox-Gastaut syndrome			
27379172			2021-05-06T15:01:13.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
27392921		Leaving blank as it does not appear to fall into any category according the flowchart.		curator2	Lennox-Gastaut syndrome			
27417063		Some of these patients (N=8) underwent surgery (treatment).	2021-05-06T14:46:35.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
27434073			2021-05-06T14:57:03.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
27466475			2021-05-04T01:32:25.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
27475280			2021-05-06T19:15:42.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
27504264			2021-05-06T18:51:43.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
27513375			2021-05-06T19:07:51.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
27513709		Treatment was described - High doses of oral steroids were given in all nine children with infantile spasms	2021-05-06T18:46:15.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
27557111		This paper is about orphan drug legislations. I don't believe it fits in any categories at the moment. I will leave it blank.		curator2	Lennox-Gastaut syndrome			
27629372			2021-05-04T15:35:05.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
27635610	True	Meta analysis		curator2	Lennox-Gastaut syndrome			
27683846			2021-05-06T18:44:42.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
27686687			2021-05-04T00:43:56.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
27934621			2021-05-04T00:41:34.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
28038390			2021-05-06T14:55:36.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
28078312			2021-05-04T01:28:14.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
28210578			2021-05-04T00:12:00.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
28295228		"Treatment described - ""resection of a cortical dysplasia"""	2021-05-06T18:54:52.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
28392943			2021-05-06T15:00:54.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
28431772			2021-05-04T16:11:27.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
28471101			2021-05-04T15:16:04.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
28479797			2021-05-06T19:03:18.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
28584915		"There is mention of treatments but it is not described - ""good secondary response to treatments in 80% of cases"". For that reason, I think the main purpose of this study is to describe the clinical characteristics and EEG features of patients with the disease"	2021-05-06T14:30:12.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
28589569			2021-05-06T16:23:15.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
28600632		This paper is a comparative study. It doesn't fit in any of the four categories. I will leave this blank for now.		curator2	Lennox-Gastaut syndrome			
28609734		This seems like a treatment economics papers - I'd consider the closest category being 1.1 clin char as it does discuss that in the beginning of the abstract	2021-05-04T16:13:28.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
28635719	True	Reads as a review.		curator2	Lennox-Gastaut syndrome			
28667181			2021-05-04T15:04:24.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
28689466	True	Review		curator2	Lennox-Gastaut syndrome			
28740620			2021-05-04T15:57:12.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
28782435		"Study is in gerbils, not in patients. I would categorize this as ""Preclinical study"". For now, I will leave it blank."		curator2	Lennox-Gastaut syndrome			
28846756			2021-05-04T16:10:27.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
28874317			2021-05-04T00:25:08.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
28927712			2021-05-06T18:48:39.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
28928710			2021-05-06T18:00:07.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
29053577		There is mention of mice as well as children treated with KD	2021-05-04T15:05:57.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
29098688			2021-05-04T15:39:30.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
29121573		It's about a drug. No patients are mentioned. I think this would fall into the drug mechanism category? I will leave blank for now.		curator2	Lennox-Gastaut syndrome			
29150892			2021-05-06T19:11:54.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
29156220			2021-05-04T15:32:37.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
29202277			2021-05-04T00:48:35.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
29223473		treatment with vigabatri	2021-05-04T15:44:45.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
29314583			2021-05-04T01:09:22.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
29363096			2021-05-06T18:59:59.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
29443301	True	Reads like a review paper		curator2	Lennox-Gastaut syndrome			
29454607	True	This is a very.... interesting paper. I think it reads more like a review than a primary article.		curator2	Lennox-Gastaut syndrome			
29459061			2021-05-04T00:39:48.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
29467376			2021-05-04T16:02:07.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
29548728			2021-05-04T15:58:28.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
29558884			2021-05-04T16:10:17.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
29570389			2021-05-06T14:56:33.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
29630738			2021-05-06T14:56:06.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
29740868			2021-05-06T18:49:27.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
29746397			2021-05-06T16:39:01.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
29768152			2021-05-06T19:12:59.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
29898974	True	Guidelines paper		curator2	Lennox-Gastaut syndrome			
29948770		I would say this is a Preclinical study. It isn't about the disease mechanism and it's in mice. For now, I will leave it blank.		curator2	Lennox-Gastaut syndrome			
29968450		"Since there is mention of treatment and the type of treatment, I am selecting 1.3 Therapeutics in the clinic "" treated or not with therapeutic hypothermia""."	2021-05-06T18:52:33.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
29982584			2021-05-06T15:06:14.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30010275			2021-05-04T00:43:29.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30017619			2021-05-03T23:47:51.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
30057867			2021-05-04T01:26:17.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30166208			2021-05-04T01:27:52.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30186023	True	Update/ pharmaceutical report		curator2	Lennox-Gastaut syndrome			
30194277			2021-05-06T19:15:54.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30199357			2021-05-04T01:26:44.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30213680			2021-05-04T15:22:50.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30241056			2021-05-06T15:15:02.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30255934			2021-05-04T15:40:18.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
30286391			2021-05-06T19:12:42.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
30309816			2021-05-04T00:12:14.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
30336805			2021-05-04T15:34:05.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
30357823			2021-05-06T17:15:31.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
30364578			2021-05-04T01:24:38.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30368788	True	Review		curator2	Lennox-Gastaut syndrome			
30403281			2021-05-04T16:08:03.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30430534			2021-05-04T15:05:05.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
30442041	True	Opinion piece, not a primary article. therefore, not relevant?		curator2	Lennox-Gastaut syndrome			
30537670		"This is actually a clinical study, but there is no drug/treatment. given. The thing that they are testing is this new screening tool. It's a unique case and I don't know what to select it as - patient-based therapeutics or disease path/clin char

this paper was marked as checked. since there is no treatment discussed, I have removed my selection of 3.4 patient-based therapeutics and have left 1.1. clin char."	2021-05-08T19:59:05.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
30554497		Treatment is mentioned, but not described. I think the focus of the paper is more on clinic. characteristics and disease pathology.	2021-05-06T19:01:56.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
30616356	True	Review		curator2	Lennox-Gastaut syndrome			
30673834			2021-05-06T18:08:27.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
30788214			2021-05-06T18:50:05.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30804880			2021-05-04T15:54:05.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
30816845		"This paper was marked as check. Treatment was discussed - ""TSE was initially refractory to conventional anti-seizure drug therapy including levetiracetam and valproate but was finally controlled with lacosamid"". I would consider this 1.3 thera in the clinic."	2021-05-06T15:09:18.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30831398			2021-05-06T19:16:43.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30831405		This should fall in the epidemiology category as it is about economics related to the disease. I am going to leave this blank for now.		curator2	Lennox-Gastaut syndrome			
30870597			2021-05-06T15:07:06.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
30909854	True	Update/opinion piece?		curator2	Lennox-Gastaut syndrome			
30913948			2021-05-06T18:37:23.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
30955420			2021-05-06T17:53:03.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
31022635			2021-05-04T15:43:44.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
31082204			2021-05-04T01:28:41.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31113280			2021-05-06T17:17:30.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
31168494			2021-05-04T00:24:24.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
31176687			2021-05-06T18:25:38.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31179531		Could also be patient-based therapeutics.	2021-05-06T19:02:11.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
31190668			2021-05-04T15:59:21.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31215313			2021-05-04T01:08:49.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
31227617		This paper was marked as check. It discusses that EEG-fMRI was used. There's no mention of treatment. It is in patients. I believe this would fall under 1.1. clin char.	2021-05-04T00:42:12.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
31255830			2021-05-04T15:59:15.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31279290			2021-05-06T15:07:41.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31286465	True	Review		curator2	Lennox-Gastaut syndrome			
31307608	True	Review		curator2	Lennox-Gastaut syndrome			
31325430		Not in patients.	2021-05-04T15:54:43.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31435640			2021-05-03T23:43:55.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31519475			2021-05-04T15:08:44.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
31563030		This one was a tough one for me to decide. There is mention of patients, but the study is a simulated study using samples. It's a PK study  for CLB. Drug mechanism? I will leave it blank for now.		curator2	Lennox-Gastaut syndrome			
31603844	True	Review		curator2	Lennox-Gastaut syndrome			
31625159			2021-05-04T01:30:43.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31657863		I'm not sure what a clinical trial simulation is? Is it a clinical trial?	2021-05-04T00:38:14.000Z	curator2	Lennox-Gastaut syndrome		3.4. PATIENT-BASED THERAPEUTICS	
31677157			2021-05-06T19:13:08.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31678406			2021-05-04T16:07:44.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31708334	True	Review		curator2	Lennox-Gastaut syndrome			
31755996			2021-05-06T16:24:53.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31770718			2021-05-04T16:02:31.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
31805047			2021-05-06T14:45:17.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
31833952	True	Review		curator2	Lennox-Gastaut syndrome			
31851997			2021-05-06T19:17:27.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
31855252			2021-05-04T00:16:17.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31879735		Treatment mentioned - Seizures remained drug-resistant despite multiple anti-seizure drugs	2021-05-04T00:46:53.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
31916540	True	review		curator2	Lennox-Gastaut syndrome			
31926846			2021-05-04T15:59:26.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
31941643	True	Review		curator2	Lennox-Gastaut syndrome			
31941644	True	Review		curator2	Lennox-Gastaut syndrome			
31980515			2021-05-06T19:17:07.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32020895		Paper assessed differences in treatment effects related to ACTH therapy - treatment discussed in abstract = therapeutics in the clinic.	2021-05-06T15:05:24.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32062104			2021-05-04T00:44:00.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
32096470	True	Review		curator2	Lennox-Gastaut syndrome			
32185791	True	Review		curator2	Lennox-Gastaut syndrome			
32334364			2021-05-06T18:00:51.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32401350		Treatment = callosotomy.	2021-05-06T18:41:32.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32452568	True	Review		curator2	Lennox-Gastaut syndrome			
32467926			2021-05-06T16:42:20.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
32502686		This paper is more about drug development and delivery. Would categorize it as Preclinical studies according to the flow chart. For now, I will leave it blank.	2021-05-06T16:15:49.000Z	curator2	Lennox-Gastaut syndrome			
32543253	True	Reads like a review		curator2	Lennox-Gastaut syndrome			
32544421		This paper is about drug development, but not used in any patients or animals. I will leave it blank for now.		curator2	Lennox-Gastaut syndrome			
32592183	True	Meta-analysis		curator2	Lennox-Gastaut syndrome			
32614070			2021-05-06T19:08:04.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32615417			2021-05-04T15:54:11.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32623611		I thought this could be the treatment: Isoflurane-Remifentanil Anaesthesia. But I don't think that it is treatment, rather it's a type of methodology/add-on with fMRI (anaesthetised fMRI)	2021-05-04T01:35:03.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
32657695	True	Review		curator2	Lennox-Gastaut syndrome			
32715412		Would fall more into the Epidemiology category as this is about economics. I am going to leave blank.		curator2	Lennox-Gastaut syndrome			
32736238			2021-05-04T01:23:10.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
32759067			2021-05-04T15:35:59.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
32827745			2021-05-04T01:19:07.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32850532			2021-05-04T15:33:47.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32851114			2021-05-06T18:50:56.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32860345			2021-05-06T18:38:11.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32910945			2021-05-04T15:21:17.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
32944944		Treatment is discussed - Deep brain stimulation (DBS) surgery. But it was conducted as part of the ESTEL (Electrical Stimulation of the Thalamus for Epilepsy of Lennox-Gastaut Phenotype) trial. Not sure if this would be therapeutics in the clinic or if it's a clinical trial (patient-based therapeutics).	2021-05-06T18:59:24.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
32959794	True	review		curator2	Lennox-Gastaut syndrome			
33002834			2021-05-04T01:19:22.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33046417			2021-05-04T01:33:57.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33113098	True	Opinion piece/ editorial?		curator2	Lennox-Gastaut syndrome			
33144805			2021-05-04T01:28:30.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33241408		Leaving this blank. According to the flow chart, I think this might be drug mechanism?		curator2	Lennox-Gastaut syndrome			
33243487			2021-05-06T15:07:49.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
33344590			2021-05-06T18:00:28.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33358132		I would consider this an Epidemiology study, which isn't one of the four categories we have to choose right now. Therefore, I am leaving this blank.		curator2	Lennox-Gastaut syndrome			
33372033			2021-05-04T00:28:51.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
33372424			2021-05-06T18:51:24.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33376981		Cannabidiol = treatment	2021-05-04T00:33:42.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33391157			2021-05-06T18:50:41.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
33398534			2021-05-04T15:58:54.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33406966			2021-05-06T14:55:20.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
33626436			2021-05-06T16:48:14.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33638459	True	Review		curator2	Lennox-Gastaut syndrome			
33693596	True	Review paper?		curator2	Lennox-Gastaut syndrome			
33721709		"Treatment was provided. ""A vagus nerve stimulator was implanted into ten (50 %) patients and five reported 50-80 % seizure reduction. Ketogenic diet was administered to two (10 %) patients and epilepsy surgery was performed in two (10 %) patients with no significant benefit"""	2021-05-04T00:43:02.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33745195			2021-05-04T15:18:24.000Z	curator2	Lennox-Gastaut syndrome		2.1. DISEASE MECHANISM	
33746760		"Treatment is mentioned - ""Duration of CBD treatment averaged 4.2 ± 2.9 months at 13.2 ± 4.6 mg/kg/day"""	2021-05-03T23:42:34.000Z	curator2	Lennox-Gastaut syndrome		1.3. THERAPEUTICS IN THE CLINIC	
33764203			2021-05-04T00:47:40.000Z	curator2	Lennox-Gastaut syndrome		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
19410311		"main finding not treatments
I stand by this, could be both since they mention 2 treatments received BUT the main finding is this rare occurrence of two clinical characteristics"	2021-04-20T15:44:14.000Z	curator3	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
20042635			2021-04-18T18:59:57.000Z	curator3	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
20042709			2021-04-18T20:42:27.000Z	curator3	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
20056902		To me this is describing clinical characteristics of people with specific mutations. I dont think that is mechanism by which people with these mutations are causing the disease. I left as 1.1	2021-04-20T13:54:54.000Z	curator3	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
20067780			2021-04-20T15:08:28.000Z	curator3	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
20087969		"survey score development, kind of like clinical char, or even path (how the disease or treatment is affecting the body, or is this considered a ""therapeutic"".. I am unsure"	2021-04-20T13:05:53.000Z	curator3	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
20101697			2021-04-18T19:01:14.000Z	curator3	hereditary hemorrhagic telangiectasia		2.1. DISEASE MECHANISM	
20141966		main finding is first treatment of someone with disease-treatment combo	2021-04-19T13:57:00.000Z	curator3	hereditary hemorrhagic telangiectasia		1.3. THERAPEUTICS IN THE CLINIC	
20154077		I think this is more pathology, not describing a new drug or treatment? just a predictive value, therefore not a clinical trial	2021-04-18T18:59:29.000Z	curator3	hereditary hemorrhagic telangiectasia		1.1. CLINICAL CHARACTERISTICS OR DISEASE PATHOLOGY	
