ID_PAPER	COMMENTS	DISEASE_NAME	TIMESTAMP	IRRELEVANT	CURATOR	PRIMARY_CATEGORY	SECONDARY_CATEGORY
14999699	"demographic features, stage at diagnosis, and type of therapy, as well as age-adjusted incidence rates and observed and relative survival rates were compared between persons with FLC and those with hepatocellular carcinoma (HCC)

also related diseases"	Fibrolamellar hepatocellular carcinoma	2021-12-08T21:20:12.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
34447820		Fibrolamellar hepatocellular carcinoma	2021-12-08T21:22:08.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
25866594	case report	Fibrolamellar hepatocellular carcinoma	2021-12-08T21:22:56.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
24210185	and therapeutics in clinic	Fibrolamellar hepatocellular carcinoma	2021-12-07T05:03:14.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
24917983		Fibrolamellar hepatocellular carcinoma	2021-12-08T21:25:45.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
23706409		GRIN gene	2021-12-08T21:26:40.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31937568		GRIN gene	2021-12-08T21:27:58.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
21371918	Longitudinal study of a smaller cohort from an original population based study	GRIN gene	2021-12-08T21:29:08.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
23399038	seems like a review	Hereditary Hemorrhagic Telangiectasia	2021-12-08T21:30:05.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
11793473	disease mechanism	Hereditary Hemorrhagic Telangiectasia	2021-12-08T21:33:21.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
24188926		Hereditary Hemorrhagic Telangiectasia	2021-12-08T21:33:34.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
27387823	clinical characteristics, but using a database 	Hereditary Hemorrhagic Telangiectasia	2021-12-08T21:35:35.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
30704695	"clinical characteristics 
to describe trends and outcomes of HHT-PH hospitalizations within the National (Nationwide) Inpatient Sample (NIS)"	Hereditary Hemorrhagic Telangiectasia	2021-12-08T21:37:19.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
24192008	disease mechanism	Hereditary Hemorrhagic Telangiectasia	2021-12-08T21:38:24.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
24633839	chart review. also sort of related diseases, although epistaxis is a symptom not a disease ...	Hereditary Hemorrhagic Telangiectasia	2021-12-08T21:49:15.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
15317273	review	Hereditary Hemorrhagic Telangiectasia	2021-12-08T21:39:11.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
32622842	like guidelines	Hermansky-Pudlak Syndrome	2021-12-08T21:39:44.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
29208659	diagnostic method	Infantile Neuroaxonal Dystrophy	2021-12-08T21:39:55.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
28677506	review	Infantile Neuroaxonal Dystrophy	2021-12-08T21:40:10.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
23606213		Infantile Neuroaxonal Dystrophy	2021-12-08T21:40:27.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
25218255		KIF1A Associated Neurological Disorder	2021-12-08T21:40:28.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
20529294		KIF1A Associated Neurological Disorder	2021-12-08T21:40:32.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
22914700		KIF1A Associated Neurological Disorder	2021-12-08T21:40:44.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
29427797		KIF1A Associated Neurological Disorder	2021-12-08T21:40:52.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
33771177		KIF1A Associated Neurological Disorder	2021-12-08T21:41:57.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31911880		KIF1A Associated Neurological Disorder	2021-12-08T21:43:05.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
21652657	sheep and cattle study	KIF1A Associated Neurological Disorder	2021-12-08T21:43:47.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
18936767		KIF1A Associated Neurological Disorder	2021-12-08T21:44:40.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
27114774	FLAG: not clear how the patients were identified for this study	KIF1A Associated Neurological Disorder	2021-12-08T21:46:51.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
25743728	clinical characteristics	KIF1A Associated Neurological Disorder	2021-12-08T21:48:03.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
26615143		KIF1A Associated Neurological Disorder	2021-12-08T21:52:07.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
29950258		KIF1A Associated Neurological Disorder	2021-12-08T21:52:35.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
17300736		KIF1A Associated Neurological Disorder	2021-12-08T21:55:44.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
30678710		KIF1A Associated Neurological Disorder	2021-12-08T21:56:48.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
29323634		KIF1A Associated Neurological Disorder	2021-12-08T21:56:54.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
24451228	disease mechanism	KIF1A Associated Neurological Disorder	2021-12-08T21:57:16.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
27557111	more related to drug legislation, approvals, etc	Lennox-Gastaut Syndrome	2021-12-08T21:58:28.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
29454607	information-seeking behavior 	Lennox-Gastaut Syndrome	2021-12-08T21:58:49.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
33358132		Lennox-Gastaut Syndrome	2021-12-08T21:58:58.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
20533249		Lennox-Gastaut Syndrome	2021-12-08T21:59:19.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31877501	therapeutics in the clinic	Lennox-Gastaut Syndrome	2021-12-08T22:00:08.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
21552135		Li-Fraumeni Syndrome	2021-12-08T22:03:43.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
24842956	review	Li-Fraumeni Syndrome	2021-12-08T22:04:05.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
12591728	non-human model system	Li-Fraumeni Syndrome	2021-12-08T22:05:04.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
34780712	more disease mechanisms	Li-Fraumeni Syndrome	2021-12-08T22:24:25.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
26193998		Li-Fraumeni Syndrome	2021-12-08T22:24:02.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
32156722	methodological	Li-Fraumeni Syndrome	2021-12-08T22:25:05.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
15852362		Li-Fraumeni Syndrome	2021-12-08T22:25:13.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
24296446		Necrotizing enterocolitis	2021-12-08T22:25:54.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
14966738	therapeutics in clinic	Necrotizing enterocolitis	2021-12-08T22:26:40.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
29353260		Necrotizing enterocolitis	2021-12-08T22:26:51.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
30385352	guidelines	Necrotizing enterocolitis	2021-12-08T22:27:04.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
28634574	diagnostic testing validation	Necrotizing enterocolitis	2021-12-08T22:27:37.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
27173415	clinical characteristics	Necrotizing enterocolitis	2021-12-08T22:28:16.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
33952628	therapeutics in the clinic	Necrotizing enterocolitis	2021-12-09T15:43:20.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
19662446		Necrotizing enterocolitis	2021-12-09T15:44:53.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
18946167	seems like a review	Necrotizing enterocolitis	2021-12-09T15:45:18.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
17052286		Necrotizing enterocolitis	2021-12-09T15:45:39.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
32986989		Necrotizing enterocolitis	2021-12-09T15:47:24.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31543955		Necrotizing enterocolitis	2021-12-09T15:47:38.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
26391097		Necrotizing enterocolitis	2021-12-09T15:48:37.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
29561508		Necrotizing enterocolitis	2021-12-09T15:48:52.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
15813870		Necrotizing enterocolitis	2021-12-09T15:49:12.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
33478957		Necrotizing enterocolitis	2021-12-09T15:50:45.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
19111317	method to identify outbreaks	Necrotizing enterocolitis	2021-12-09T16:45:05.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
34437765	clinical characteristics	Necrotizing enterocolitis	2021-12-09T16:49:02.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
11791097	and clinical characteristics	Necrotizing enterocolitis	2021-12-09T16:50:22.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
23988372		Necrotizing enterocolitis	2021-12-09T17:09:34.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
29630684	conference proceedings	Primary Ciliary Dyskinesia	2021-12-09T17:11:34.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
34635525	clinical characteristics	Primary Ciliary Dyskinesia	2021-12-09T17:10:28.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
28813544	conference proceedings	Primary Ciliary Dyskinesia	2021-12-09T17:11:21.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
30691261	registry	Primary Ciliary Dyskinesia	2021-12-09T17:12:27.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
30807620	conference proceedings	Primary Ciliary Dyskinesia	2021-12-09T17:12:34.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
27922232		Primary Ciliary Dyskinesia	2021-12-09T17:13:04.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
28052956		Primary Ciliary Dyskinesia	2021-12-09T17:13:12.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
26659107	registry	Primary Ciliary Dyskinesia	2021-12-09T17:13:30.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
28586522	diagnosis	Primary Ciliary Dyskinesia	2021-12-09T17:14:43.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
33715250	disease mechanism	Primary Ciliary Dyskinesia	2021-12-09T17:15:14.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
30155920	and related diseases	Primary sclerosing cholangitis	2021-12-09T17:15:56.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
28614231		Primary sclerosing cholangitis	2021-12-09T17:15:57.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
33615799		Primary sclerosing cholangitis	2021-12-09T17:16:04.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
32337058		Primary sclerosing cholangitis	2021-12-09T17:16:12.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
33493696		Primary sclerosing cholangitis	2021-12-09T17:16:21.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31482861		Primary sclerosing cholangitis	2021-12-09T17:17:16.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31807260		Primary sclerosing cholangitis	2021-12-09T17:18:45.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
28993258		Primary sclerosing cholangitis	2021-12-09T17:20:46.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
27193564		Primary sclerosing cholangitis	2021-12-09T17:22:24.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
27342213	"follow up to a population based study
related disease"	Primary sclerosing cholangitis	2021-12-09T17:23:06.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
27032493		Primary sclerosing cholangitis	2021-12-09T17:23:21.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
16534422		Primary sclerosing cholangitis	2021-12-09T17:27:22.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
21767410		Primary sclerosing cholangitis	2021-12-09T17:27:49.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
32365682		Primary sclerosing cholangitis	2021-12-09T17:28:01.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31902255		Primary sclerosing cholangitis	2021-12-09T17:28:11.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
21045815	and related diseases	Primary sclerosing cholangitis	2021-12-09T17:28:32.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
14598252		Primary sclerosing cholangitis	2021-12-09T17:28:42.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
33682586	review	Primary sclerosing cholangitis	2021-12-09T17:28:58.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
23804559	and related diseases	Primary sclerosing cholangitis	2021-12-09T17:29:23.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
22098097	and related diseases	Primary sclerosing cholangitis	2021-12-09T17:30:29.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
23382736		SLC13A5 Deficiency	2021-12-09T17:30:30.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31877501	therapeutics in clinic	SLC13A5 Deficiency	2021-12-09T17:31:01.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
31440733		SLC13A5 Deficiency	2021-12-09T17:31:02.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
29753345	"methodological
To propose a novel methodology for estimating the true prevalence of rare diseases using current incidence adjusted to changing diagnostic practice over time. "	SLC13A5 Deficiency	2021-12-09T17:31:25.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31371963	review	SLC13A5 Deficiency	2021-12-09T17:31:39.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
20533249		SLC13A5 Deficiency	2021-12-09T17:31:41.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
26320744		Systemic Juvenile Idiopathic Arthritis	2021-12-09T17:31:45.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
34640563	FLAG: cause of death study	Systemic Juvenile Idiopathic Arthritis	2021-12-09T21:57:10.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
26848401	diagnosis	Systemic Juvenile Idiopathic Arthritis	2021-12-09T21:58:05.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
26834930	clinical characteristics	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:00:56.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
26688748	clinical characteristics	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:01:24.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
27307527	and clinical characteristics	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:06:23.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
30615277	review	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:06:47.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
30937142	"mentions epidemiology but is more about physician perspectives: "" obtain data on the epidemiology, state of care and the perception of physicians who are involved in the care of SAID patients"""	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:09:21.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
22235382	review	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:09:33.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
16467042		Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:10:10.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
26732349	therapeutics in clinic	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:10:58.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
32807027	diagnosis	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:12:19.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
27502500		Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:12:24.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31109638		Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:12:34.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
24083931	case report	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:13:05.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
27411808	FLAG: genetics	Systemic Juvenile Idiopathic Arthritis	2021-12-09T22:13:43.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
33273171	review	Type 2 Neurofibromatosis	2021-12-09T22:13:59.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
22543431		Type 2 Neurofibromatosis	2021-12-09T22:14:14.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
32176143		Type 2 Neurofibromatosis	2021-12-09T22:14:46.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
29335026		Type 2 Neurofibromatosis	2021-12-09T22:14:54.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
29912836		Type 2 Neurofibromatosis	2021-12-09T22:15:07.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31153148	therapeutics in clinic	Type 2 Neurofibromatosis	2021-12-09T22:15:26.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
33263426	review	Type 2 Neurofibromatosis	2021-12-09T22:15:34.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
29909380		Type 2 Neurofibromatosis	2021-12-09T22:16:19.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
14732889	guidelines	Type 2 Neurofibromatosis	2021-12-09T22:16:32.000Z	True	curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
31016862		Type 2 Neurofibromatosis	2021-12-09T22:16:43.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31290804		Type 2 Neurofibromatosis	2021-12-09T22:16:56.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
28731398		Type 2 Neurofibromatosis	2021-12-09T22:17:19.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
25725045	disease mechanism	Type 2 Neurofibromatosis	2021-12-09T22:18:13.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
30194202		Type 2 Neurofibromatosis	2021-12-09T22:18:32.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
31213501	disease mechanism	Usher Syndrome type 1F	2021-12-09T22:20:04.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	1.4. EPIDEMIOLOGY
31097277		Usher Syndrome type 1F	2021-12-09T22:40:28.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
11921605		Usher Syndrome type 1F	2021-12-09T22:41:51.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
21738395	FLAG: molecular epidemiology	Usher Syndrome type 1F	2021-12-09T22:42:16.000Z		curator1	NOT(1.4. EPIDEMIOLOGY)	NOT(1.4. EPIDEMIOLOGY)
29903376		Usher Syndrome type 1F	2021-12-09T22:43:06.000Z		curator1	1.4. EPIDEMIOLOGY	NOT(1.4. EPIDEMIOLOGY)
34103343	"Quality of life is mentioned, but not the focus of the paper ""Potentially treatable rare diseases were diagnosed, improving the quality of life in some patients"". Confirm if this is ""Check""?"	Adult Polyglucosan Body Disease	2021-12-02T02:20:36.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
21086185		Amyotrophic lateral sclerosis	2021-11-19T17:20:10.000Z		curator2	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
34076273		Amyotrophic lateral sclerosis	2021-11-19T17:20:37.000Z		curator2	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
21225518		Amyotrophic lateral sclerosis	2021-11-19T17:20:43.000Z		curator2	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
34471441	"Quality of life is mentioned, but is not the focus of the abstract. Clarify if this should be ""checked""? ""It improves gas exchange, symptoms, and quality of life, decreases the incidence of pneumonia, and can avert the need for intubation and tracheotomy."" - As per Gully's statement, don't tag it"	Amyotrophic lateral sclerosis	2021-12-02T02:20:53.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
27884455		Amyotrophic lateral sclerosis	2021-11-17T05:18:46.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
29860398		Amyotrophic lateral sclerosis	2021-11-17T05:18:46.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
34200087		Amyotrophic lateral sclerosis	2021-11-19T17:23:26.000Z		curator2	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
17924237		Amyotrophic lateral sclerosis	2021-11-19T17:26:51.000Z		curator2	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
32338350	stop round 1	Amyotrophic lateral sclerosis	2021-11-19T17:51:54.000Z		curator2	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
25845857		Amyotrophic lateral sclerosis	2021-11-19T17:43:06.000Z		curator2	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
22910174	Not sure? Could this be a review paper?	Amyotrophic lateral sclerosis	2021-12-02T02:23:54.000Z		curator2	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
30146327	quality of life is mentioned, but does not appear to be the focus	Amyotrophic lateral sclerosis	2021-12-02T02:25:08.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
32749175		Amyotrophic lateral sclerosis	2021-11-19T17:24:48.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
34019007	"
"	Amyotrophic lateral sclerosis	2021-12-02T02:25:33.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
34037850	My thoughts: Dysphagia, Inefficient swallowing  - symptom that has impact on one's quality of life. Was initially primary checked, but after workshop #2, changed to secondary check	Amyotrophic lateral sclerosis	2021-12-06T23:50:37.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	1.2. QUALITY OF LIFE
25753951		Amyotrophic lateral sclerosis	2021-11-19T17:27:05.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
22721255		Amyotrophic lateral sclerosis	2021-11-19T17:47:46.000Z		curator2	1.2. QUALITY OF LIFE	NOT(1.2. QUALITY OF LIFE)
28628797		Amyotrophic lateral sclerosis	2021-11-17T05:18:46.000Z		curator2	NOT(1.2. QUALITY OF LIFE)	NOT(1.2. QUALITY OF LIFE)
